Status,VendorCode,VendorName,JV Date,InvoiceNo,"InvoiceDate ",Description,InvoiceAmt,Total GST,IGSTAmount,CGSTAmount,SGSTAmount,TdsAmount,Payable,ExpenseCode,RoundOff,Invoice Created By
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-02-29,vou-12,2024-02-29,"PRASANNA-OFFMAINT,Drainage Cleaning For Madurai Branch",2500.00,0.00,0.00,0.00,0.00,0.00,2500.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-02-29,vou-13,2024-02-29,"PRASANNA-OFFEXP,Madurai Branch Housekeeping Expenses Feb-2024",3500.00,0.00,0.00,0.00,0.00,0.00,3500.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-01-31,VOU-14,2024-01-31,"PRASANNA-OFFEXP,Madurai Branch Housekeeping Expenses Jan-2024",3500.00,0.00,0.00,0.00,0.00,0.00,3500.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-02-29,5068374,2024-02-29,"PRASANN-FOOD,Food expenses for Md Madurai Branch",1437.00,0.00,0.00,0.00,0.00,0.00,1437.00,FOOD,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-02-03,1037/1,2024-02-03,"PRASANNA-OFFEXP,House keeping items purchased",1665.00,0.00,0.00,0.00,0.00,0.00,1665.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-01-31,VOU-15,2024-01-31,"PRASANN-TUBELIGHT,Tubelight Purchased For Madurai Branch",320.00,0.00,0.00,0.00,0.00,0.00,320.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-02-01,220,2024-02-01,"PRASANNA-WATER,Water Expenses for Madurai Branch Jan-2024",690.00,0.00,0.00,0.00,0.00,0.00,690.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-01-23,VOU-16,2024-01-23,"PRASANNA-DIESELEXP,Diesel Expenses For Park town to kappaloor",500.00,0.00,0.00,0.00,0.00,0.00,500.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-03-02,1712,2024-03-02,"PRASANN-HKITEMS,House Keeping Items Purchased",1475.00,0.00,0.00,0.00,0.00,0.00,1475.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-03-02,124,2024-03-02,"PRASANNA-OFFEXP,Water bottle Towel Purchased",446.00,0.00,0.00,0.00,0.00,0.00,446.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-03-05,303,2024-03-05,"PRSANNA-WATER,Water Expenses for Madurai Branch Feb-2024",660.00,0.00,0.00,0.00,0.00,0.00,660.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-03-07,675,2024-03-07,"PRASANNA-CAKE,Cake expenses for womens day",2130.00,0.00,0.00,0.00,0.00,0.00,2130.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-03-14,004910,2024-03-14,"OFFEXP-MADURAI, Room booking for MD on 14/03/2024",2923.20,0.00,0.00,0.00,0.00,0.00,2923.20,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-02,VOU-17,2024-04-02,"PARSANNA-HOSE,Sink hosu purchased for Madurai Branch",80.00,0.00,0.00,0.00,0.00,0.00,80.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-02,2677016,2024-04-02,"PRASANNA-FOOD,Food expenses for md father",438.00,0.00,0.00,0.00,0.00,0.00,438.00,FOOD,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-09,09042024,2024-04-09,"PRASANNA-COURIER,Madurai Branch Courier bill",70.00,0.00,0.00,0.00,0.00,0.00,70.00,POST,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-15,15042024,2024-04-15,"PRSANNA-FOOD,Food expenses for Kannan (MD FATHER)",3043.00,0.00,0.00,0.00,0.00,0.00,3043.00,FOOD,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-15,TN-B1-117700047,2024-04-15,"MADU-ACT FIBERNET,Madurai Branch Internet Bill April-2024",2653.82,0.00,0.00,0.00,0.00,0.00,2653.82,EXP064,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-05,0033,2024-04-05,"PRASANNA-HOTELEXP,Hotel room booked for MD",3584.00,0.00,0.00,0.00,0.00,0.00,3584.00,TRA,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-01,01042024,2024-04-01,"PRASANNA-HKEXP,Madurai Branch Housekeeping Expenses Mar-2024",1740.00,0.00,0.00,0.00,0.00,0.00,1740.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-03,975/1,2024-04-03,"PRASANN-HKITEMS,House keeping items charges purchased",1724.00,0.00,0.00,0.00,0.00,0.00,1724.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-16,16042024,2024-04-16,PRASANNA-LGHT-Tube light purchased,260.00,0.00,0.00,0.00,0.00,0.00,260.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-01,406,2024-04-01,"PRASANNA-WATER,Water Bill for madurai branch March-2024",900.00,0.00,0.00,0.00,0.00,0.00,900.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-30,30042024,2024-04-30,"ARYAN-FOOD,Food expenses for Aryan patel  01/05/2024 TO 15/05/2024Training in madurai branch",2500.00,0.00,0.00,0.00,0.00,0.00,2500.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-30,30042024-1,2024-04-30,"NEELESH-FOOD,Food expenses for Neelesh Kachchi  01/05/2024 TO 15/05/2024Training in madurai branch",2500.00,0.00,0.00,0.00,0.00,0.00,2500.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-30,30042024-2,2024-04-30,"ANKITTHAKUR-FOOD,Food expenses for Ankit thakur  01/05/2024 TO 15/05/2024Training in madurai branch",2500.00,0.00,0.00,0.00,0.00,0.00,2500.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-05-04,42330057,2024-05-04,"PRSANNA-FAN,Fan purchased for Madurai branch 2 nos",7203.39,1296.62,0.00,648.31,648.31,0.00,8500.00,ACCE,-0.01,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-05-04,0405,2024-05-04,"PRSANNA-SCREW,Holder and screw purchased",40.00,0.00,0.00,0.00,0.00,0.00,40.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-05-04,255,2024-05-04,"PRSANNA-WATER,Water expenses for month of April-2024",1085.00,0.00,0.00,0.00,0.00,0.00,1085.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-05-04,04052024,2024-05-04,"PRASANNA-AUTOCHARGES,Autho charges deliver 2 wall fans",300.00,0.00,0.00,0.00,0.00,0.00,300.00,TRA,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-27,5021739,2024-04-27,"PRASANNA-COURIERCHRG,Courier charges Bala system from madurai to chennai koyambedu",200.00,0.00,0.00,0.00,0.00,0.00,200.00,POST,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-05-02,02052024,2024-05-02,"PRASANNA-OFFEXP,Madurai Branch Housekeeping Expenses April-2024",3500.00,0.00,0.00,0.00,0.00,0.00,3500.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-24,338028,2024-04-24,"PRASANNA-TRAVELEXP,Travel expenses Trichy to madurai-420 Auto charges Jabalpur to Jabalpur railway station-200,Trichy railway station to trichy bus stand-100 Madurai Bus stand to Madurai Office-200",920.00,0.00,0.00,0.00,0.00,0.00,920.00,TRA,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-30,30042024-5,2024-04-30,"PRASANNA-DRAINAGECHRG,Drainage charges",2400.00,0.00,0.00,0.00,0.00,0.00,2400.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-30,30042024-4,2024-04-30,"PRASANNA-FOODEXP,Food expenses for neelesh, aryan, ankit 18/04/2024 TO 30/04/2024",6513.00,0.00,0.00,0.00,0.00,0.00,6513.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-04-22,279,2024-04-22,"PRASANNA-COMSERVICE,System service cabling charges",400.00,0.00,0.00,0.00,0.00,0.00,400.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-05-14,158/2,2024-05-14,"PRASANNA-HKITEM,Housekeeping items purchased",1431.00,0.00,0.00,0.00,0.00,0.00,1431.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-06-01,280,2024-06-01,"PRASANNA-WATER,Water Bill for madurai branch May-2024",1365.00,0.00,0.00,0.00,0.00,0.00,1365.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-06-01,62,2024-06-01,"PRASANNA-OFFEXP,Housekeeping items purchased",1390.00,0.00,0.00,0.00,0.00,0.00,1390.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-06-01,TN-B1-122467904,2024-06-01,"MADU-ACT FIBERNET,Madurai Branch Internet Bill June-2024",2653.82,0.00,0.00,0.00,0.00,0.00,2653.82,EXP064,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-06-03,03062024,2024-06-03,"PRASANNA-OFFEXP,Madurai Branch Housekeeping Expenses May-2024",3500.00,0.00,0.00,0.00,0.00,0.00,3500.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-07-01,TN-B1-124716562,2024-07-01,"PRASANNA-ACTFIBER,Act fibernet internet charges july-2024",2653.82,0.00,0.00,0.00,0.00,0.00,2653.82,EXP064,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-07-11,11072024,2024-07-11,"PRASANNA-COURIER,Courier charges",80.00,0.00,0.00,0.00,0.00,0.00,80.00,POST,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-07-10,10072024,2024-07-10,"PRASANNA-DRAINAGECLEN,Drainage cleaning madurai branch",2400.00,0.00,0.00,0.00,0.00,0.00,2400.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-07-04,0472024,2024-07-04,"PRASANNA-OFFEXP,Madurai Branch Housekeeping Expenses June-2024",3500.00,0.00,0.00,0.00,0.00,0.00,3500.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-07-17,17072024,2024-07-17,"PRASANNA-DELIVERYCHRG,Laptop delivery charges",320.00,0.00,0.00,0.00,0.00,0.00,320.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-07-01,83/1,2024-07-01,PRASANNA-Housekeeping items and stationary items purchased,1820.00,0.00,0.00,0.00,0.00,0.00,1820.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-06-26,289,2024-06-26,"PRASANNA-SYSTEMSER,System service and networking",900.00,0.00,0.00,0.00,0.00,0.00,900.00,COMPMAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-07-01,329,2024-07-01,"PRASANNA-WATER,Water expenses for june-2024",980.00,0.00,0.00,0.00,0.00,0.00,980.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-08-01,TN-B1-126709004,2024-08-01,"MADU-ACT FIBERNET,Madurai Branch Internet Bill Aug-2024",2653.82,0.00,0.00,0.00,0.00,0.00,2653.82,EXP064,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-08-06,06082024,2024-08-06,"PRSANNA-PIPE,Hand pipe Purchased",140.00,0.00,0.00,0.00,0.00,0.00,140.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-08-08,08082024,2024-08-08,"PRASANNA-HOTELEXP,Hotel expenses for MD (Madurai)",7862.40,0.00,0.00,0.00,0.00,0.00,7862.40,TRA,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-08-01,01082024,2024-08-01,"PRASANNA-OFFEXP,Madurai Branch Housekeeping Expenses July-2024",3266.00,0.00,0.00,0.00,0.00,0.00,3266.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-08-01,335,2024-08-01,"PRASANNA-WATEREXP,Water expenses for madurai branch July-2024",805.00,0.00,0.00,0.00,0.00,0.00,805.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-08-16,CA6528,2024-08-16,"PRASANNA-CAKE,Independence day celebration",1826.00,0.00,0.00,0.00,0.00,0.00,1826.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-08-05,1942,2024-08-05,"PRASANNA-HKITEMS,House keeping items purchased madurai branch",1903.00,0.00,0.00,0.00,0.00,0.00,1903.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-09-01,351,2024-09-01,"PRASANNA-WATEREXP,Water expenses for aug-2024",665.00,0.00,0.00,0.00,0.00,0.00,665.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-09-16,225,2024-09-16,"PRASANNA-TONER,Tonner refill",450.00,0.00,0.00,0.00,0.00,0.00,450.00,EXP007,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-09-11,4793/1,2024-09-11,"PRASANNA-OFFEXP,Housekeeping items purchased",1339.00,0.00,0.00,0.00,0.00,0.00,1339.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-09-04,04092024,2024-09-04,"PRASANNA-OFFEXP,House keeping expenses",3500.00,0.00,0.00,0.00,0.00,0.00,3500.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-09-04,040920241,2024-09-04,"PRASANNA-DRAINAGE,Drainage cleaning",2400.00,0.00,0.00,0.00,0.00,0.00,2400.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-09-01,01092024,2024-09-01,"PRASANNA-ACTFIBER,Act fibernet internet bill month of sep2024",2653.82,0.00,0.00,0.00,0.00,0.00,2653.82,EXP064,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-01,461476,2024-10-01,"PRASANNA-ACTFIBER,Act fibernet internet bill month of Oct-2024",2753.82,0.00,0.00,0.00,0.00,0.00,2753.82,EXP064,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-04,04102024,2024-10-04,"PRASANNA-OFFEXP,House keeping expenses",3500.00,0.00,0.00,0.00,0.00,0.00,3500.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-11,11102024,2024-10-11,"PRASANNA-OFFEXP,Housekeeping items purchased",1060.00,0.00,0.00,0.00,0.00,0.00,1060.00,OFF-MAIN,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-11,1748966,2024-10-11,"PRASANNA-PETROLEXP,Petrol expenses for purchase of sweets and pooja items",100.00,0.00,0.00,0.00,0.00,0.00,100.00,TRA,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-11,77,2024-10-11,"PRASANNA,POOJATHINGS,Pooja things purchased for ayudha pooja",113.12,0.00,0.00,0.00,0.00,0.00,113.12,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-11,4804/1,2024-10-11,"PRASANNA-POOJATHINGS,Pooja things purchased for ayudha pooja",347.00,0.00,0.00,0.00,0.00,0.00,347.00,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-11,75,2024-10-11,"PRASANNA-POOJATHINGS,Pooja things purchased for ayudha pooja",407.69,0.00,0.00,0.00,0.00,0.00,407.69,EXP058,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-11,46189,2024-10-11,"PRASANNA-SWEETS,Sweets box purchased for pooja",3890.00,0.00,0.00,0.00,0.00,0.00,3890.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-29,29102024,2024-10-29,"PRASANNA-SWEETS,Sweets purchased for diwali Madurai branch",7700.00,0.00,0.00,0.00,0.00,0.00,7700.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-01,378,2024-10-01,"PRASANNA-WATEREXP,Water expenses for Oct-2024",840.00,0.00,0.00,0.00,0.00,0.00,840.00,EXP046,0.00,shaji@flattrade.in
BankFile Generated,SC03,MADURAI OFFICE PETTY CASH EXPENSES,2024-10-17,17102024,2024-10-17,"PRSANNA-COURIER, Courier charges madurai to chennai bills and physical shares certificate",70.00,0.00,0.00,0.00,0.00,0.00,70.00,POST,0.00,shaji@flattrade.in
Payment Approved,SC10,THE PROFESSIONAL COURIER,2023-12-19,4521943,2023-12-11,"PROFESSIONAL-COURIER,Professional Courier Charges Nov-2023",263.35,47.40,0.00,23.70,23.70,5.00,305.75,EXP050,0.00,shaji@flattrade.in
Payment Approved,SC05,S KARTHICK,2023-12-29,VOU-NOV,2023-12-29,"KARTHIK-CONSUL,Consultation charges Nov-2023",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC09,PROTEAN EGOV TECHNOLOGIES PVT LTD,2023-12-29,ESG232400665,2023-10-19,Charges for eSign UIDAI Charges Amount paid on 18/12/2023,75423.73,13576.27,13576.27,0.00,0.00,1508.00,87492.00,KRA,0.00,shaji@flattrade.in
Payment Approved,SC06,K.DHINESH,2024-01-08,76/23-24,2023-12-31,"DHINESH-CONS,Consultancy charges Dec-2023",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-02-02,83/23-24,2024-01-31,DHINESH CONS-Consultancy charges Jan-2024,12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC10,THE PROFESSIONAL COURIER,2024-02-05,4522157,2024-01-05,"PROF-DEC23,,Professional Courier Charges Dec-2023",535.90,96.46,0.00,48.23,48.23,11.00,621.36,EXP050,0.00,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-02-07,VOU-6,2024-02-07,"KARTHIK-CONSUL,Consultation charges Dec-23 and Jan-24",11000.00,0.00,0.00,0.00,0.00,1100.00,9900.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC09,PROTEAN EGOV TECHNOLOGIES PVT LTD,2023-10-30,ESG232400542,2023-10-31,EPROTEAN-ESIGN-Charges for esign,75423.73,13576.27,13576.27,0.00,0.00,1508.00,87492.00,KRA,0.00,shaji@flattrade.in
BankFile Generated,SC10,THE PROFESSIONAL COURIER,2024-02-19,4522366,2024-02-05,"PROF-JAN24,Professional Courier Charges Jan-2024",336.95,60.66,0.00,30.33,30.33,7.00,390.61,EXP050,0.00,shaji@flattrade.in
BankFile Generated,SC09,PROTEAN EGOV TECHNOLOGIES PVT LTD,2024-02-28,ESG232400851,2024-02-28,EPROTEAN-ESIGN-Charges for esign,75423.73,13576.27,13576.27,0.00,0.00,1508.00,87492.00,KRA,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-02-29,90/23-24,2024-02-29,"DHINESH-CONS,Consultancy charges Feb-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
Rejected,SC05,S KARTHICK,2024-03-14,VOU-8,2024-03-14,"KARTHIK-CONSUL,Consultation charges Feb-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-03-14,VOU-9,2024-03-14,"KARTHIK-CONSUL,Consultation charges Feb-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-04-01,95/23-24,2024-03-31,"DHINESH-CONS,Consultancy charges Mar-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,PRO1,0.00,shaji@flattrade.in
BankFile Generated,SC09,PROTEAN EGOV TECHNOLOGIES PVT LTD,2024-04-16,122421028093002,2024-04-16,EPROTEAN-ESIGN-Charges for esign,75423.72,13576.27,13576.27,0.00,0.00,1508.00,87492.00,KRA,0.01,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-04-23,22042024,2024-04-23,"CONS-KARTHICK,Consultation charges March-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC09,PROTEAN EGOV TECHNOLOGIES PVT LTD,2024-04-27,V009110124-25,2024-04-27,"EPOTEAN-PANVERIFICATION,Renewal due of PAN verification facility",12000.00,2160.00,2160.00,0.00,0.00,240.00,13920.00,KRA,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-04-30,1/24-25,2024-04-30,"DHINESH-CONS,Consultancy charges April-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-05-31,31052024,2024-05-31,"CONS-KARTHICK,Consultation charges April-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-05-31,7/24-5,2024-05-31,"DHINESH-CONS,Consultancy charges May-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-06-13,13062024,2024-06-13,"CONS-KARTHICK,Consultation charges May-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC09,PROTEAN EGOV TECHNOLOGIES PVT LTD,2024-06-11,ESG242500146,2024-06-11,EPROTEAN-ESIGN-Charges for esign,75423.72,13576.27,13576.27,0.00,0.00,0.00,89000.00,KRA,0.01,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-06-30,17/24-25,2024-06-30,"DHINESH-CONS,Consultancy charges June-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-07-23,23072024,2024-07-23,"CONS-KARTHICK,Consultation charges June-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-07-31,35/24-25,2024-07-31,"DHINESH-JULYCONS,Consultancy charges July-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC09,PROTEAN EGOV TECHNOLOGIES PVT LTD,2024-08-02,ESG242500308,2024-08-02,EPROTEAN-ESIGN-Charges for esign,75424.58,13576.42,13576.42,0.00,0.00,1508.00,87493.00,KRA,0.00,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-08-27,27082024,2024-08-27,"CONS-KARTHICK,Consultancy charges July-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-08-31,67/24-25,2024-08-31,"DHINESH-AUGCONS,Consultancy charges Aug-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-09-28,28092024,2024-09-28,"CONS-KARTHICK,Consultancy charges Aug-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-09-30,74/24-25,2024-09-30,"DHINESH-SEPCONS,Consultancy charges Sep-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC09,PROTEAN EGOV TECHNOLOGIES PVT LTD,2024-10-22,ESG242500489,2024-10-22,"EPROTEAN-ESIGN,Charges for esign",75424.58,13576.42,13576.42,0.00,0.00,1508.00,87493.00,KRA,0.00,shaji@flattrade.in
BankFile Generated,SC05,S KARTHICK,2024-10-28,28102024,2024-10-28,"CONS-KARTHICK,Consultancy charges Sep-2024",5500.00,0.00,0.00,0.00,0.00,550.00,4950.00,CONS,0.00,shaji@flattrade.in
BankFile Generated,SC06,K.DHINESH,2024-10-31,91/24-25,2024-10-31,"DHINESH-OCTCONS,Consultancy charges Oct-2024",12000.00,0.00,0.00,0.00,0.00,1200.00,10800.00,CONS,0.00,shaji@flattrade.in
